address,name,xref_count,isThunk
00456cb0,ConstructAttributeIteratorEntry,27,False
00457380,Class_GetDefinition,4,False
004573c0,Class_GetNextDefinition,1,False
00459040,CheckAttributeFlagsHaveBitMask,11,False
0045a430,ReleaseRefCountedHandle,828,False
0045a5d0,DetachRefCountedHandle,6,False
0045a760,AssignRefCountedHandle,51,False
0045a8a0,ReleaseSecondaryHandleSlot,56,False
0045b3f1,Catch@0045b3f1,1,False
0045b765,Catch@0045b765,1,False
0045be30,ConstructHandleSlot,25,False
0045cd20,__break,46,False
0045ce40,GetTickTimestamp,76,False
0045ce70,GetTickDeltaSeconds,16,False
0045d380,AdvanceLinkedListIterator,47,False
0045d3a0,FindLinkedListNodeIndex,156,False
0045d600,ConstructHashtableEntry,30,False
0045da30,GenerateXorshiftRandomMod,59,False
0045da70,PRNG_NextScaledFloat,69,False
0045dac0,GetSimulationFrameRandomFloat,9,False
0045db30,ConvertAngleAtanLookup,53,False
0045dbd0,LookupAtanFromFloatAngle,41,False
0045dbf0,CosLookupViaAtanShift,42,False
0045dd10,ConvertFloatToPackedShort,11,False
0045ded0,ComputeAtan2WithSign,27,False
0045ecf0,InvokeAILoggingTraceWrapper,39,False
0045ed10,InvokeD3DXVec4Transform,10,True
0045ed20,InvokeD3DXVec3Transform,63,True
0045ed30,InvokeD3DXMatrixTranspose,9,False
0045f2e0,FreeList_PopHandle,25,False
0045f340,ComputeVector3Distance,51,False
0045f490,NormalizeVector3,80,False
0045f640,ComputeVector3Madd,50,False
0045f7c0,ComputeVector3CrossProduct,35,False
0045f9f0,CheckPointInsideAabb,11,False
00460bc0,CalculateDjbStringHashCaseInsensitiveAlt,11,False
00460bf0,bStringHash,632,False
00460c20,DjbHashAccumulate,44,False
00460c50,CalculateStringLength,113,False
00460c70,CopyStringNullSafe,251,False
00460ca0,CopyStringWithLimit,124,False
00460d20,CompareStringsNullSafe,197,False
00460dd0,CompareStringsCaseInsensitive,101,False
00460ed0,ConcatStringsIntoBuffer,46,False
00460f80,ParseSignedIntegerHexOrDecimal,33,False
00461970,CalculateAssetNameHash,19,False
00461980,InsertAssetNameIntoCache,22,False
00461af0,DestroyAssetCacheTable,9,False
004624a0,NoOpFreeStub,9,False
00462830,RegisterArenaCheckpointInList,14,False
00463ca0,ReturnPoolBlockToFreeList,180,False
00464080,Arena_QueryLargestFreeBlock,105,False
004643d0,FormatStringVPrintf,13,False
004647c0,FormatStringPrintf,168,False
004647e0,FormatBoundedString,52,False
00464a50,RunHeapDefragmentation,69,False
00464e10,SubPool_DestroyMaybeFreeArena,2,False
00464e60,Pool_ReturnBlockToFreeList,1,False
00465110,Heap_SampledAllocationCallback,2,False
004652a0,Heap_InitializeArenaGlobals,2,False
004653d0,Heap_AllocWithArenaRouting,7,False
004655f0,Heap_FreeBlock,205,False
00465a70,AllocFromHeap,243,False
00465d80,Pool_AllocateBlockWithHeader,3,False
00465de0,Pool_ExpandIfAutoExpandFlagSet,2,False
004662e0,CreateObjectPool,53,False
00466330,RegisterPoolWithGlobalTracker,27,False
00466340,PopBlockFromPool,67,False
00466410,PopAudioCommandBlock,59,False
00466a60,CopyMatrix4x4FromOther,9,False
00467c30,ConstructAudioMixerCommand,23,False
00467ca0,ReleaseRefCountedHandle,28,True
00467d40,ReleaseRefCountedHandle,10,True
00467e50,ReleaseRefCountedHandle,2,True
00468020,SmoothAudioEntity_GetSubobjectPropPtr,9,False
00468400,RemoveAudioListenerFromRegistry,24,False
004687f0,SmoothAudioEntity_NoOpStub,11,False
00468800,PromoteAudioMemHandleToReady,11,False
004689e0,ProjectVector3OntoCamera,9,False
00468bb0,SmoothAudioEntity_IsAliveStub,11,False
004690b0,ReleaseRefCountedHandle,53,True
00469120,CheckAudioConfigSplitScreenMode,11,False
00469b90,ConstructWaveFormatDescriptor,11,False
0046b7e0,Compose3DTransformFromAngles,1,False
004700d0,ApplyTransformAndCopyToSubobject,15,False
00474100,AudioEntity_TypeA_Destructor,1,False
00476690,UIScreenAnim_ComputeTransformFromTrackedFng,1,False
004769e0,SmoothEntity_DampedParamInterpStep,1,False
004774b0,SmoothAudioEntity_TickPostStep,1,False
00478000,AudioEntity_TypeD_Destructor,1,False
00479900,Player_SelectActiveActionCard,1,False
00479d80,CDActionTrackCar_Activate,1,False
00479de0,PerPlayerEntity_TickActionCard,1,False
0047aa00,AudioEntity_TypeA_DeletingDtor,1,False
0047aee0,UIScreenAnim_DeletingDtor,1,False
0047af00,SmoothAudioEntity_DeletingDtor,1,False
0047afb0,SmoothAudioEntity_DeletingDtor_Variant,1,False
0047b290,AudioEntity_TypeD_DeletingDtor,1,False
0047c880,PerPlayerSubsystemTick,1,False
0047d3c0,AudioEntity_TypeA_Step,1,False
00480c10,PostStateUpdate_DispatchPair,2,False
00480e40,PerPlayerEntityUpdate_Dispatch,2,False
00480fe0,InitializeAudioMixerStateMachine,11,False
00482ec0,AudioEntity_TypeD_Step,1,False
00486380,`scalar_deleting_destructor',0,False
004866c0,ComputeMatrix4x4Multiply,14,False
00487160,ConstructAudioBankPlayState,11,False
0048d7d0,ComputeQuaternionSlerp,17,False
0048e100,ProcessAudioMixerCallbackThunk,1,True
00491350,InvokeMixerCallbackThunkAlt,22,True
00491360,ProcessAudioMixerCallbackThunk,90,True
00493ff0,SetAudioListenerFromTransform,11,False
004aabb0,SetAudioListenerVtable,55,False
004aabf0,ReleaseRefCountedHandle,2,True
004aae40,ReleaseRefCountedHandle,1,True
004aafb0,ReleaseRefCountedHandle,15,True
004ab330,ReleaseRefCountedHandle,12,True
004ab3e0,ReleaseRefCountedHandle,12,True
004ab640,ReleaseRefCountedHandle,9,True
004abd60,ReleaseRefCountedHandle,2,True
004ac040,AudioMixerArena_Allocate,127,False
004ac0e0,FreeIfNonNull,138,False
004ac100,AudioMixerArena_Allocate,6,True
004ae2c0,GetMessageHashMusicFlow,5,False
004ae8b0,GetAudioMixerErrorState,11,False
004ae8f0,EntityRouter_DispatchByIdRange,44,False
004aebb0,ComputeAudioMixerCueProgress,11,False
004afa70,TickableBus_NoopCallback,2,False
004b0bb0,ReleaseRefCountedHandle,1,True
004b15e0,Vehicle_PullSimResultAndUnpackWheels,1,False
004b1a10,Camera_PullSimResultIfActive,1,False
004b24f0,ProcessAudioMfcLockedDispatch,14,False
004b39c0,GetMessageHashVehicleDestroyed,4,False
004b5d50,InitializeAudioMixerStreamHandlerVtable,11,False
004b8760,FreeAudioBufferIfNonNull,17,False
004b8770,FreeAudioMixerBlockIfNonNull,88,False
004b8880,ConstructAudioMixerHandleEntry,17,False
004b8db0,LogAudioBankNameDebug,17,False
004b9080,UI_ToggleWidgetVisibilityFlag,44,False
004b9bb0,TickableBus_RegisterMaskHolderCtor,5,False
004ba940,ActiveComponents_TickAll,1,False
004bf270,ResetAudioStreamerEntry,17,False
004c2340,FE_AudioRoutingTableByScreenHash,3,False
004ca430,ProcessAudioMixerSlotUpdate,36,False
004cb270,SubmitAudioMixCommandToSlot,17,False
004cc3a0,InitializeAudioMixer,1,False
004cd570,SetMixerCommandUpdateField,11,False
004cdac1,Catch@004cdac1,1,False
004cdad1,Catch@004cdad1,1,False
004cdd4a,Catch@004cdd4a,1,False
004cdd5a,Catch@004cdd5a,1,False
004cdfda,Catch@004cdfda,1,False
004cdfea,Catch@004cdfea,1,False
004ce26a,Catch@004ce26a,1,False
004ce27a,Catch@004ce27a,1,False
004ce500,Catch@004ce500,1,False
004ce600,Catch@004ce600,1,False
004d133a,EAXSStreamManagerBoot,0,False
004d163a,EAXSStreamManagerInitForGameplay,0,False
004d57a0,ReleaseRefCountedHandle,2,True
004d5860,ReleaseRefCountedHandle,2,True
004d5980,ReleaseRefCountedHandle,1,True
004d9250,ProcessAudioMixCommandList,22,False
004dd220,ReleaseRefCountedHandle,5,True
004df330,EATrax_RebuildPlaylistBitmasks,4,False
004dfc40,EATrax_SwapStemHandler,1,False
004e42a0,LookupAudioBankSlotById,24,False
004e4ea0,pvehicle_TryGetInstance,29,False
004e52c0,ConstructAudioBankIteratorWithKey,17,False
004e5970,LookupAudioBankInTreeByHash,11,False
004e6cc0,InitializeAudioMixerStreamHandlerVtable,1,True
004e83e0,InitializeAudioMixerStreamHandlerVtable,1,True
004ea670,PushAudioMixCommand,61,False
004ea6b0,PushFireAndForgetAudioCommand,11,False
004f4540,ConstructAudioMixerNotifyHandler,11,False
004f5160,Pool_InitializeHeader,3,False
004f8830,EATrax_MusicFlowConstruct,1,False
004f8ac0,EATrax_MusicFlowDestruct,1,False
004f9ca0,EATrax_MusicFlowAllocate,1,False
004f9f20,Catch@004f9f20,1,False
004fd6a0,ReleaseRefCountedHandle,5,True
004fd7c0,ReleaseRefCountedHandle,2,True
004ff0a0,Particle_And_Emitter_Pools_Initialize,1,False
004ff130,ReleaseRefCountedHandle,2,True
004ff180,ResetGameObjectPropertyTable,14,False
005030d0,ProcessAnimationInterpolation,1,False
00503400,LookupGameObjectById,72,False
00503c50,ClearGameEntityFlagsInList,17,False
00504d00,ProcessUIOrHUDElements,1,False
00505f80,PlayerEntitySlot_Construct,1,False
00507dc0,CheckSceneNodePropertyExists,14,False
00508b10,InvokeSceneNodeManager,24,False
0050b641,Catch@0050b641,1,False
0050b651,Catch@0050b651,1,False
0050b800,Catch@0050b800,1,False
0050df00,SetTrafficSignVtable,25,False
005102f0,FE_AllocatePauseContext,1,False
005107c0,GetMessageHashRaceAbandoned,3,False
005112d0,ReleaseRefCountedHandle,26,True
00512520,FE_GetDefaultMessagePayload,1,False
00513b50,ProcessSceneNodeDispatch,17,False
00513bc0,CompareUIPathStringSegments,22,False
00514c70,FEObject_SetVisible,287,False
00514cc0,FEObject_SetVisible,161,False
00514d10,RemoveSceneNodeByName,214,False
00514da0,CheckActiveSceneChildIdEquals,117,False
00514e20,FEObject_SetRotationZ,16,False
00514fd0,SetUITextNodeWithFormatting,60,False
00515520,FEObject_GetSize,52,False
005155e0,FEObject_SetSize,21,False
005157e0,SetUINodeFromString,35,False
00515b90,InvokeUIScriptedHandler,80,False
00515c00,SetUILeafNodeIntValue,70,False
00515d20,LookupUIValueByDescriptor,3,False
00515d70,ResolveUIDataValue,106,False
00515e20,FormatUIStringVarArgs,155,False
00515e90,InvokeUINodeMethodByName,55,False
005169b0,FE_UnloadFNGScreen,10,False
00516af0,FindSceneNodeByName,369,False
00516b50,CheckSceneNodeExists,61,False
00516b90,LookupSceneChildByName,17,False
00516be0,DispatchUIEventToNamedNode,185,False
00516c50,PostUIEventByCommandValue,40,False
00516c90,PostUIEventToNamedNode,104,False
00516e10,GetGlobalUIRootContext,83,False
00516e30,FE_ScreenStackPush,8,False
00517110,FE_MenuFlowController,1,False
00517520,MoviePlayer_ConstructInitState,1,False
005178b0,FindMovieFlagsByPathString,0,False
00517a00,MoviePlayer_GetCurrentFrameTexture,1,False
00517a20,MoviePlayer_IsActivelyPlaying,1,False
00518440,RequestProfileDirectoryListing,1,False
005184d0,CheckShouldAutosaveNow,6,False
00518600,UpdateProfileDirtyFlagsForSave,1,False
005188f0,WriteProfileToFile,2,False
005189f0,RequestProfileWriteSnapshot,2,False
00518b40,ScanNFSU2ProfileImportDir,1,False
00518c50,ShowAutosaveOverlayUi,1,False
00518df0,HideAutosaveOverlayUi,5,False
0051dcf0,ConstructUITransitionTimeline,50,False
0051df50,EATrax_ToggleMusicMode,1,False
0051e000,EATrax_CycleTrackMode,1,False
0051e110,EATrax_CommitPlaylistEdits,1,False
0051e1a0,ConstructUITransitionAttribute,28,False
00524850,FEObject_GetObject,313,False
00524880,ResolveUIScreenChildPath,1,False
00524920,SelectSceneChildByName,182,False
00524a10,GetUINodeIntFieldByName,24,False
00524ee0,FEObject_GetCenter,24,False
00525050,FEObject_SetCenter,23,False
005251a0,FindUIIntFieldByName,134,False
005251e0,FindUITextFieldByName,79,False
00525220,SetUITextNodeValueByName,276,False
005252d0,SceneNode_SetFormattedTextProperty,450,False
005257f0,PushFrontEndScreenWithPayload,54,False
00525940,PushFrontEndScreenByName,165,False
00525a70,FE_RecursiveScreenPop,5,False
00525b20,CheckShouldDeferToMovieOrFade,7,False
00525d20,InitializeStoryFmvSaf25Filename,1,False
00525d50,ProcessQueueTutorialMovieByName,6,False
00525df0,MoviePlayer_GetOrCreateSingleton,0,False
00525f40,ProcessMovieDecoderInitFromOpenFile,0,False
00525f70,ProcessMoviePlayerPerFrameTick,2,False
00526800,CommitAutosaveToProfile,3,False
005268b0,LoadProfileFromFile,8,False
00527940,PostUIScreenSlideTransition,14,False
00527af0,DestroyUIInputProfileChain,14,False
00527f80,DestroyUIInputProfileChildren,27,False
00528e30,DestroyUIInputProfile,38,False
0052a680,DestroyUIInputEvent,30,False
00542a40,ProcessMovieOpenAndBegin,0,False
00542c50,ProcessMovieStateTickAndCleanup,1,False
005435d0,RegisterProfileMemoryCardRecords,1,False
00543920,SetUIScreenDataIntField,22,False
00544370,DispatchProfileSaveStateAction,15,False
00544dd0,DestroyUIScreenContext,39,False
00549460,FE_InputDispatcher,8,False
005496a0,CFEManager_Constructor,1,False
0054e890,GetVehicleAudioListenerVec,25,False
00560dc0,DispatchProfileManagerCommand,5,False
00562ab0,TryTriggerAutosaveOverlay,2,False
00563380,HandleProfileSaveResultDispatch,1,False
005650b0,IGenericMessage_GetIHandle,22,False
005694e0,HUDFNGSelector_GetActiveScreenName,1,False
00569bb0,FE_IsGameStateRendering,7,False
0056a9b0,GetMessageHashMessageDone,3,False
0056b4f0,GetMessageHashMovieFinished,6,False
0056bb20,GetUILocalizedStringTable,40,False
0056bb80,BinarySearchUIStringTable,106,False
0056bc10,LookupUIStringWithFallback,458,False
0056bc60,LookupUILocalizedTextWithFallback,22,False
0056c3e0,BeginCarReplayRecording,1,False
0056c6e0,ProcessUIDialogDismissed,77,False
0056cd20,UpdateUIAnimatorTimer,36,False
0056d2e0,ReleaseRefCountedHandle,1,True
0056db00,PassThroughIdentity,29,False
0056dba0,NoOpUITickStub,14,False
0056dbe0,GetUIAnimationSlotPtr,59,False
0056e300,SwapUIInputBindingSlot,27,False
0056e340,GetUIBindingsArrayPtr,50,False
0056e560,BuildEventReportFnFilename,14,False
0056e9f0,ReleaseRefCountedHandle,2,True
0056ea10,ReleaseRefCountedHandle,11,True
0056eb90,ReleaseRefCountedHandle,7,True
0056ecc0,FEPlayerCarDB_GetCarRecordByHandle,48,False
0056ecf0,FEPlayerCarDB_GetCarByIndex,11,False
0056f0c0,FEPlayerCarDB_AwardBonusCars,1,False
0056f100,GetUIInputProfileSlot,49,False
0056f120,FEPlayerCarDB_GetCareerRecordByHandle,26,False
0056f2f0,FECustomizationRecord_WriteRideIntoRecord,6,False
0056f7b0,GetUIInputProfileFloatField,14,False
00571e00,FE_CheckAssetCacheState,2,False
00571e80,GetUIInputProfileByName,17,False
00571eb0,FE_LoadAssetScreenByName,16,False
00572070,GetActiveUIContextHandle,204,False
00572360,UIDialog_BindVTableByFngName,204,False
00572e80,SetUIInputModeFlag,35,False
00573020,ConvertControlIndexToFlag,17,False
00573140,FormatAndHashDjb,307,False
00573960,InvokeUIBoundCallback,101,False
005745b0,MarkUIScreenPanelsNeedLayout,47,False
005745f0,MarkUIScreenPanelsDirty,47,False
00574670,NoOpUIStub,62,False
005752d0,SetUITextRangeBounds,1,False
00575b00,GetUIInputModeFlag,58,False
00576c50,FERequestAudioVolumeFadeSlot,5,False
0057c000,GetDragTachoIconForRpmBracket,2,False
0057c660,ProcessFEngHudActionInput,1,False
0057ecd0,InitializeBootIntoEvent,1,False
0057f920,ComputeMd5OfSaveBuffer,1,False
0057fd90,GetProfileSaveBufferSize,4,False
005810e0,FEPlayerCarDB_GetNumCareerCars,1,False
005812c0,FEPlayerCarDB_GetNumCars,3,False
005816b0,FECarRecord_GetType,46,False
00581730,FECarRecord_GetCost,10,False
00581790,FECarRecord_GetManufacturerName,3,False
00581c20,FECustomizationRecord_FECustomizationRecord,10,False
00585820,LookupNamedUINode,13,False
00586290,ConstructUIBindingDescriptor,76,False
005864b0,CheckIsActualGameplayScreen,1,False
00586760,ProcessUIBindingDescend,47,False
005868e0,InsertUIBindingIntoList,38,False
00586fa0,ConstructUIScreenAnimator,92,False
005881c0,ConstructUIScreenStateBinding,30,False
00588280,GetUIPanelChildSlot,25,False
00589200,ComputeUIPanelLayout,28,False
00589390,LayoutUIPanelChildren,46,False
00589770,MarkUITextNodeForLayout,2,False
00589870,SetUITextNodeRange,33,False
0058a9f0,MaskedSubsystemDispatcher,41,False
0058bbd0,ProcessUIScreenInitChildren,34,False
0058bd10,HandleFrontendRaceEventDispatch,1,False
0058e210,ConstructUIRenderableSprite,17,False
0058eca0,InitializeFeAnyMovieScreen,1,False
0058fd10,BuildProfileSaveBuffer,3,False
005910e0,InsertOrUpdateUITypeBinding,22,False
00591d90,FindUINodeInActiveContextByName,191,False
00591e90,GetUINodeFlagsByName,34,False
005922b0,InsertUIBindingIntoChain,17,False
00595d40,CheckShouldShowPauseOrMovieDuringHud,2,False
005989b0,FE_PostMessage,3,False
00598a60,SetUITextNodeFormatted,22,False
005992e0,InitGameModeStateBlock,1,False
00599500,CreateProfileMemorySnapshot,3,False
00599570,CompareProfileSnapshotForDirty,0,False
00599db0,ProcessMovieScreenRenderQuad,1,False
0059bc40,ConstructUIBindingExtended,17,False
0059c930,DestroyUIBindingDescriptor,53,False
0059e420,ConstructHudSpeedBreakerMeter,1,False
0059e570,DestructHudSpeedBreakerMeter,2,False
0059e590,FinalizeHudSpeedBreakerMeter,1,False
005a41e0,FEPlayerCarDB_AwardRivalCar,3,False
005a96c0,ProcessUIBindingTransitionGroup,14,False
005ab151,Catch@005ab151,1,False
005ab450,EATrax_LoadTrackDBFromAttributes,3,False
005ac310,ProcessSceneNodeMessage,30,False
005acb70,EATrax_DeserializeFromSave,3,False
005aef40,UnlinkSceneNodeChild,17,False
005af1c0,CalculateDjbStringHashCaseInsensitive,370,False
005b1360,FindChildSceneNodeById,204,False
005b1560,TraverseSceneGraphChildren,26,False
005b3b20,DestroyUISceneNodeChildren,35,False
005b5b10,SearchSceneTreeRecursive,7,False
005b5b70,FindSceneNodeInRoot,174,False
005b7580,FindSceneNodeInGlobalRoot,161,False
005b7780,ScheduleUIDeferredEvent,82,False
005b8400,SetActiveSceneChild,200,False
005b8550,TraverseSceneGraphWithVisitor,506,False
005c5e80,CalculateSquareRoot,189,False
005c81b0,GetSimulationFrameRandomFloat,2,True
005ca6f0,Vector4_ExtractXAxis,1,False
005ca7b0,Vector4_ExtractYAxis,2,False
005ca870,Vector4_ExtractZAxis,4,False
005ca910,Vector4_ToMatrix4,23,False
005cb5d0,ComputeAtan2Float,40,False
005cc090,BChunkHash_JenkinsMix3_Inner,23,False
005cc240,stringhash32,662,False
005d0370,FreeSmallBlockToPool,1168,False
005d06a0,Matrix4_ToQuaternion,9,False
005d0df0,ResolveAttributeReference,47,False
005d29d0,AllocSmallBlockFromPool,482,False
005d51f0,FindAttributeByKey,147,False
005d59f0,_IList_Find,762,False
005d5a50,EraseTypeRegistryEntry,225,False
005d6881,Catch@005d6881,1,False
005d6891,Catch@005d6891,1,False
005d6aed,Catch@005d6aed,1,False
005d6afd,Catch@005d6afd,1,False
005d6d5d,Catch@005d6d5d,1,False
